latitude,longitude,altitude,precision,survey_date,governorate,district,village,respondent_id,question,response
13.0915544,45.359169,-35.63861083984375,4.716,2020-12-06,Abyan,Khanfir,الكود,R022,geographic_scope_village,1.0
13.0817501,45.3631305,3.22412109375,4.347,2020-12-06,Abyan,Khanfir,الكود,R023,geographic_scope_village,1.0
13.0907751,45.356997,28.72955322265625,4.694,2020-12-06,Abyan,Khanfir,الكود_الكدمه,R024,geographic_scope_village,0.0
13.0881091,45.363299,-13.997283935546877,4.931,2020-12-06,Abyan,Khanfir,الكود_حي بدر,R025,geographic_scope_village,1.0
13.0915189,45.3593391,-16.736297607421875,4.63,2020-12-06,Abyan,Khanfir,الكود_الكدمة,R026,geographic_scope_village,1.0
13.2312891,45.3058417,64.82818603515625,4.63,2020-12-07,Abyan,Khanfir,جعار - قدرالله,R029,geographic_scope_village,0.0
13.2312837,45.3058084,60.88623046875,4.698,2020-12-07,Abyan,Khanfir,جعار - قدرالله,R030,geographic_scope_village,0.0
13.2313387,45.3057237,49.97357177734375,4.288,2020-12-07,Abyan,Khanfir,جعار - قدر الله,R031,geographic_scope_village,0.0
13.2313387,45.3057237,49.97357177734375,4.288,2020-12-07,Abyan,Khanfir,جعار - قدرالله,R032,geographic_scope_village,0.0
13.2312689,45.3057927,64.5640869140625,3.9,2020-12-07,Abyan,Khanfir,جعار - قدر الله,R033,geographic_scope_village,0.0
13.2312433,45.3057401,59.38336181640625,4.99,2020-12-07,Abyan,Khanfir,جعار _مشروع الري_حافه قدر الله,R038,geographic_scope_village,0.0
13.231278,45.3057969,60.3109130859375,4.801,2020-12-07,Abyan,Khanfir,جعار_مشروع الري _ حافه قدر الله,R039,geographic_scope_village,0.0
13.2312306,45.305754,50.9263916015625,4.744,2020-12-07,Abyan,Khanfir,جعار_مشروع الري_ حافه قدر الله,R040,geographic_scope_village,1.0
13.2312462,45.3057513,53.9818115234375,4.424,2020-12-07,Abyan,Khanfir,جعار _ مشروع الري_ حافه قدر الله,R041,geographic_scope_village,0.0
13.2312699,45.3057642,54.285400390625,4.055,2020-12-07,Abyan,Khanfir,جعار _ مشروع الري _ حافه قدر الله,R042,geographic_scope_village,0.0
13.2313245,45.3057291,48.71392822265625,4.99,2020-12-07,Abyan,Khanfir,جعار_مشروع الري _حافه قدر الله,R043,geographic_scope_village,0.0
13.2313006,45.3058251,63.67425537109375,4.63,2020-12-07,Abyan,Khanfir,جعار مشروع الري,R044,geographic_scope_village,1.0
13.2312812,45.3058075,68.0604248046875,3.9,2020-12-07,Abyan,Khanfir,جعار مشروع الري,R045,geographic_scope_village,1.0
13.2313217,45.3057425,49.27459716796875,4.727,2020-12-07,Abyan,Khanfir,جعار مشروع الري,R046,geographic_scope_village,1.0
13.2312986,45.3058152,59.6627197265625,4.094,2020-12-07,Abyan,Khanfir,جعار / مشروع الري,R047,geographic_scope_village,1.0
13.2312788,45.3058165,68.32525634765625,4.347,2020-12-07,Abyan,Khanfir,جعار مشروع الري,R048,geographic_scope_village,1.0
13.2312861,45.3057971,53.54541015625,4.824,2020-12-07,Abyan,Khanfir,جعار مشروع الري,R049,geographic_scope_village,1.0
13.2312568,45.3057971,54.23468017578125,4.873,2020-12-07,Abyan,Khanfir,جعار - حافة قدر الله,R050,geographic_scope_village,0.0
13.2312568,45.3057971,54.23468017578125,4.873,2020-12-07,Abyan,Khanfir,جعار - حافة قدر الله,R051,geographic_scope_village,1.0
13.2312513,45.3057984,53.80035400390625,7.504,2020-12-07,Abyan,Khanfir,جعار - حافة قدر الله,R052,geographic_scope_village,1.0
13.2312988,45.3057738,58.3914794921875,6.603,2020-12-07,Abyan,Khanfir,جعار - حافة قدر الله,R053,geographic_scope_village,1.0
13.2312988,45.3057738,58.3914794921875,6.603,2020-12-07,Abyan,Khanfir,جعار - حافة قدر الله,R054,geographic_scope_village,1.0
13.2313013,45.3057868,58.645263671875,12.864,2020-12-07,Abyan,Khanfir,جعار - حافة قدر الله,R055,geographic_scope_village,1.0
13.2313013,45.3057868,58.645263671875,12.864,2020-12-08,Abyan,Khanfir,جعار - حافة قدر الله,R056,geographic_scope_village,1.0
13.2313013,45.3057868,58.645263671875,12.864,2020-12-08,Abyan,Khanfir,جعار - الحافة,R057,geographic_scope_village,1.0
13.1897014,45.3180098,18.93170166015625,4.094,2020-12-08,Abyan,Khanfir,المخزن الشرقي,R058,geographic_scope_village,1.0
13.1897216,45.3179515,16.27301025390625,7.504,2020-12-08,Abyan,Khanfir,المخزن الشرقي,R059,geographic_scope_village,1.0
13.1930068,45.3129431,40.16729736328125,4.824,2020-12-08,Abyan,Khanfir,المخزن الغربي,R060,geographic_scope_village,1.0
13.189656,45.3179854,36.8916015625,3.9,2020-12-08,Abyan,Khanfir,المخزن الشرقي,R061,geographic_scope_village,1.0
13.193067,45.3129328,36.26312255859375,4.776,2020-12-08,Abyan,Khanfir,المخزن الغربي,R062,geographic_scope_village,0.0
13.2311718,45.3058176,77.789794921875,4.744,2020-12-08,Abyan,Khanfir,جعار,R063,geographic_scope_village,0.0
13.1896945,45.3179335,24.41973876953125,4.561,2020-12-08,Abyan,Khanfir,المخزن الشرقي,R064,geographic_scope_village,0.0
13.2312691,45.3057839,72.779296875,4.99,2020-12-08,Abyan,Khanfir,جعار,R065,geographic_scope_village,1.0
13.1930584,45.3130578,38.31903076171875,4.094,2020-12-08,Abyan,Khanfir,المخزن الشرقي,R066,geographic_scope_village,0.0
13.2249106,45.3050914,56.0,20.37,2020-12-08,Abyan,Khanfir,جعار,R070,geographic_scope_village,0.0
13.2313128,45.3057681,55.49261474609375,4.192,2020-12-08,Abyan,Khanfir,جعار مشروع الري,R072,geographic_scope_village,1.0
13.2313132,45.3057668,56.8170166015625,4.192,2020-12-08,Abyan,Khanfir,جعار مشروع الري,R073,geographic_scope_village,1.0
13.1896899,45.3179947,29.04217529296875,4.744,2020-12-08,Abyan,Khanfir,جعار المخزن الشرقي,R074,geographic_scope_village,1.0
13.1930459,45.3129718,34.42266845703125,4.094,2020-12-08,Abyan,Khanfir,جعار المخزن الغربي,R075,geographic_scope_village,1.0
13.2313269,45.305784,56.58074951171875,4.99,2020-12-08,Abyan,Khanfir,جعار مشروع الري,R076,geographic_scope_village,1.0
13.2250795,45.3054439,55.79999923706055,4.824,2020-12-08,Abyan,Khanfir,جعار - السوق,R077,geographic_scope_village,0.0
13.2251441,45.3055493,55.89999771118164,4.776,2020-12-08,Abyan,Khanfir,جعار - الحافة,R078,geographic_scope_village,0.0
13.2250839,45.3055486,55.89999771118164,4.716,2020-12-08,Abyan,Khanfir,جعار,R079,geographic_scope_village,0.0
13.2250824,45.3055096,55.59999847412109,4.931,2020-12-08,Abyan,Khanfir,جعار - قدرالله,R080,geographic_scope_village,0.0
13.2251056,45.3055589,55.89999771118164,4.094,2020-12-08,Abyan,Khanfir,جعار - الشارع العام,R081,geographic_scope_village,0.0
13.1623092,45.3368549,14.75537109375,4.502,2020-12-08,Abyan,Khanfir,الجول - الشعبية,R082,geographic_scope_village,0.0
13.1623878,45.3369514,37.43994140625,4.931,2020-12-08,Abyan,Khanfir,جعار - الجول,R083,geographic_scope_village,0.0
13.081795844,44.858395559,140.90222168,4.9,2020-12-09,Lahj,Tuban,الهجل,R084,geographic_scope_village,0.0
13.08206458,44.85840794,154.633499146,4.9,2020-12-09,Lahj,Tuban,الهجل,R085,geographic_scope_village,0.0
13.082031614,44.858408871,178.913973258,4.9,2020-12-09,Lahj,Tuban,الهجل,R086,geographic_scope_village,0.0
13.04972733,44.902065544,106.344899412,4.9,2020-12-09,Lahj,Tuban,طهرور,R087,geographic_scope_village,0.0
13.0497456,44.902184366,125.82975769,4.9,2020-12-09,Lahj,Tuban,طهرور,R088,geographic_scope_village,0.0
13.049665244,44.901992191,114.845603943,4.9,2020-12-09,Lahj,Tuban,طهرور,R089,geographic_scope_village,0.0
13.049805477,44.902163923,99.656089783,4.9,2020-12-09,Lahj,Tuban,طهرور,R090,geographic_scope_village,0.0
13.1342072,45.3741672,2.63116455078125,3.9,2020-12-09,Abyan,Zingibar,الطميسي,R091,geographic_scope_village,1.0
13.1342327,45.3741703,2.857635498046875,4.938,2020-12-09,Abyan,Zingibar,الطميسي,R092,geographic_scope_village,0.0
13.1342327,45.3741703,2.857635498046875,4.938,2020-12-09,Abyan,Zingibar,الطميسي,R093,geographic_scope_village,0.0
13.1342382,45.3741116,5.55517578125,4.694,2020-12-09,Abyan,Zingibar,الطميسي,R094,geographic_scope_village,0.0
13.0819136,44.8584198,148.34326171875,4.561,2020-12-09,Lahj,Tuban,الهجل,R097,geographic_scope_village,1.0
13.0819026,44.8584176,148.0108642578125,4.727,2020-12-09,Lahj,Tuban,الهجل,R098,geographic_scope_village,1.0
13.0817622,44.858377,152.778076171875,4.288,2020-12-09,Lahj,Tuban,الهجل,R099,geographic_scope_village,1.0
13.0819357,44.8583848,147.48358154296875,4.269,2020-12-09,Lahj,Tuban,الهجل,R100,geographic_scope_village,1.0
13.0496699,44.9021477,92.37060546875,4.347,2020-12-09,Lahj,Tuban,طهرور,R101,geographic_scope_village,1.0
13.0496664,44.9020888,108.8638916015625,4.347,2020-12-09,Lahj,Tuban,طهرور,R102,geographic_scope_village,1.0
13.0496902,44.9021337,90.570556640625,4.716,2020-12-09,Lahj,Tuban,طهرور,R103,geographic_scope_village,1.0
13.0496998,44.902129,91.729736328125,4.716,2020-12-09,Lahj,Tuban,طهرور,R104,geographic_scope_village,1.0
13.049706,44.9021196,94.44879150390624,4.347,2020-12-09,Lahj,Tuban,طهرور,R105,geographic_scope_village,1.0
13.1342027,45.3740915,11.13787841796875,12.864,2020-12-09,Abyan,Zingibar,حي الطميسي,R106,geographic_scope_village,1.0
13.1341327,45.3740874,40.1732177734375,13.936,2020-12-09,Abyan,Zingibar,حي الطميسي,R107,geographic_scope_village,0.0
12.8705122,44.9935829,0.0,142.5,2020-12-09,Abyan,Zingibar,حي الطميسي,R108,geographic_scope_village,1.0
13.1342187,45.3740492,7.182037353515625,43020.895,2020-12-09,Abyan,Zingibar,حي الطميسي,R109,geographic_scope_village,0.0
12.8705122,44.9935829,0.0,142.5,2020-12-09,Abyan,Zingibar,حي الطميسي,R110,geographic_scope_village,0.0
13.081985,44.8584369,151.9066162109375,4.269,2020-12-09,Lahj,Tuban,الهجل,R111,geographic_scope_village,1.0
13.0819035,44.858452,147.80633544921875,4.824,2020-12-09,Lahj,Tuban,قرية الهجل,R112,geographic_scope_village,1.0
13.0497252,44.9020519,101.24542236328124,4.912,2020-12-09,Lahj,Tuban,طهرور,R113,geographic_scope_village,1.0
13.0497614,44.9020298,106.51470947265624,4.269,2020-12-09,Lahj,Tuban,طهرور,R114,geographic_scope_village,1.0
13.0497069,44.9020867,96.69073486328124,4.931,2020-12-09,Lahj,Tuban,طهرور,R115,geographic_scope_village,1.0
13.0497739,44.9020816,104.92193603515624,4.029,2020-12-09,Lahj,Tuban,طهرور,R116,geographic_scope_village,1.0
13.1342576,45.3741014,0.721099853515625,4.094,2020-12-09,Abyan,Zingibar,حي الطميسي,R117,geographic_scope_village,0.0
13.1342968,45.3740728,27.90692138671875,4.094,2020-12-09,Abyan,Zingibar,حي الطميسي,R118,geographic_scope_village,0.0
13.1342591,45.3740631,12.317138671875,4.484,2020-12-09,Abyan,Zingibar,الطميسي,R119,geographic_scope_village,0.0
13.1342756,45.3741177,4.330078125,3.977,2020-12-09,Abyan,Zingibar,القميسي,R120,geographic_scope_village,0.0
13.134275,45.3741753,11.359588623046877,4.776,2020-12-09,Abyan,Zingibar,الخميسي,R121,geographic_scope_village,0.0
13.1342177,45.3741689,11.4901123046875,3.9,2020-12-09,Abyan,Zingibar,الطميسي,R122,geographic_scope_village,1.0
13.1341867,45.3740935,13.4208984375,3.9,2020-12-09,Abyan,Zingibar,الطميسي,R123,geographic_scope_village,1.0
13.1342262,45.374123,11.894561767578123,4.502,2020-12-09,Abyan,Zingibar,الطميسي,R124,geographic_scope_village,1.0
13.134244,45.3740936,-13.150970458984377,4.094,2020-12-09,Abyan,Zingibar,الطميسي,R125,geographic_scope_village,1.0
13.134253,45.374172,15.360595703125,3.997,2020-12-10,Abyan,Zingibar,الطميسي / المحل,R126,geographic_scope_village,1.0
13.1341955,45.3741342,6.928497314453125,4.99,2020-12-10,Abyan,Zingibar,الطميسي / باجدار,R127,geographic_scope_village,1.0
13.1267196,45.3808034,-0.595794677734375,4.776,2020-12-10,Abyan,Zingibar,سواحل,R128,geographic_scope_village,1.0
13.1267294,45.3807876,-3.8035888671875,3.9,2020-12-10,Abyan,Zingibar,سواحل,R129,geographic_scope_village,1.0
13.0060352,44.9134861,84.276611328125,4.987,2020-12-10,Lahj,Tuban,صبر,R130,geographic_scope_village,1.0
13.0060604,44.9134609,76.936767578125,4.58,2020-12-10,Lahj,Tuban,صبر,R131,geographic_scope_village,1.0
13.0176273,44.8869487,83.656005859375,4.776,2020-12-10,Lahj,Tuban,المحلة,R132,geographic_scope_village,1.0
13.017561,44.8869467,73.3475341796875,4.824,2020-12-10,Lahj,Tuban,المحلة,R133,geographic_scope_village,1.0
13.0373618,44.9008072,82.537353515625,4.931,2020-12-10,Lahj,Tuban,كود الزغبري,R134,geographic_scope_village,1.0
13.0373716,44.900865,86.180419921875,4.824,2020-12-10,Lahj,Tuban,كود الزغبري,R135,geographic_scope_village,1.0
13.121201,44.8507086,192.324951171875,4.143,2020-12-10,Lahj,Tuban,الخداد,R136,geographic_scope_village,1.0
13.1212033,44.8507047,192.55938720703125,4.694,2020-12-10,Lahj,Tuban,الخداد,R137,geographic_scope_village,1.0
13.1342398,45.3741183,9.49444580078125,4.484,2020-12-10,Abyan,Zingibar,زنجبار_ الطميسي,R138,geographic_scope_village,0.0
13.1341879,45.3741099,9.979766845703123,3.9,2020-12-10,Abyan,Zingibar,زنجبار _ باجدار المساكن الشعبيه,R139,geographic_scope_village,0.0
13.1342106,45.3741155,3.540679931640625,4.912,2020-12-10,Abyan,Zingibar,زنجبار _الطميسي,R140,geographic_scope_village,0.0
13.1268079,45.3807195,-9.358184814453123,4.801,2020-12-10,Abyan,Zingibar,زنجبار _سواحل,R141,geographic_scope_village,1.0
13.1267317,45.380764,-12.6588134765625,4.269,2020-12-10,Abyan,Zingibar,ابين_ سواحل,R142,geographic_scope_village,1.0
13.1266159,45.3806527,-2.8609619140625,4.094,2020-12-10,Abyan,Zingibar,ابين_سواحل,R143,geographic_scope_village,1.0
13.006169267,44.913408312,66.812316895,4.9,2020-12-10,Lahj,Tuban,صبر,R144,geographic_scope_village,0.0
13.006063188,44.913535947,104.495277405,4.9,2020-12-10,Lahj,Tuban,صبر,R145,geographic_scope_village,1.0
13.005923707,44.913420674,84.098091125,4.9,2020-12-10,Lahj,Tuban,صبر,R146,geographic_scope_village,0.0
13.01746007,44.88673676,74.083061218,4.9,2020-12-10,Lahj,Tuban,المحله,R147,geographic_scope_village,0.0
13.017559759,44.887040629,84.187438965,4.9,2020-12-10,Lahj,Tuban,تبن,R148,geographic_scope_village,0.0
13.037317418,44.900955655,107.236534119,4.9,2020-12-10,Lahj,Tuban,كود الزغبري,R149,geographic_scope_village,0.0
13.121259755,44.850854246,102.705619812,4.9,2020-12-10,Lahj,Tuban,الخداد,R150,geographic_scope_village,0.0
13.121028401,44.850880444,115.945915222,4.9,2020-12-10,Lahj,Tuban,الخداد,R151,geographic_scope_village,1.0
13.0060739,44.9135296,97.21942138671876,4.931,2020-12-10,Lahj,Tuban,صبر,R152,geographic_scope_village,1.0
13.0061074,44.9135331,83.55517578125,4.776,2020-12-10,Lahj,Tuban,صبر,R153,geographic_scope_village,1.0
13.0175895,44.8869988,86.76300048828125,4.912,2020-12-10,Lahj,Tuban,محلة,R154,geographic_scope_village,1.0
13.0175512,44.8868885,77.1092529296875,4.931,2020-12-10,Lahj,Tuban,المحلة,R155,geographic_scope_village,1.0
13.0374026,44.9009098,93.0994873046875,4.288,2020-12-10,Lahj,Tuban,الزغبري,R156,geographic_scope_village,1.0
13.0373048,44.9009157,93.85693359375,4.502,2020-12-10,Lahj,Tuban,الزغبري,R157,geographic_scope_village,1.0
13.1212768,44.8506873,201.0107421875,4.824,2020-12-10,Lahj,Tuban,الخداد,R158,geographic_scope_village,1.0
13.1211852,44.8506375,206.440185546875,4.192,2020-12-10,Lahj,Tuban,الخداد,R159,geographic_scope_village,1.0
13.1341923,45.3741105,23.27325439453125,10.72,2020-12-10,Abyan,Zingibar,حي الطميسي,R163,geographic_scope_village,1.0
13.1268282,45.3807954,-4.162322998046875,5.36,2020-12-10,Abyan,Zingibar,سواحل,R164,geographic_scope_village,1.0
13.1342024,45.3741304,7.916412353515625,4.835,2020-12-10,Abyan,Zingibar,الطميسي,R165,geographic_scope_village,0.0
13.1342172,45.3741263,7.522308349609375,4.269,2020-12-10,Abyan,Zingibar,السواحل,R166,geographic_scope_village,0.0
13.1266688,45.3807858,8.6199951171875,4.912,2020-12-10,Abyan,Zingibar,سواحل,R167,geographic_scope_village,0.0
13.529576237,44.853386829,636.314208984,4.9,2020-12-13,Lahj,Radfan,الحبيلين,R168,geographic_scope_village,1.0
13.529735903,44.853179595,637.016235352,4.9,2020-12-13,Lahj,Radfan,الحبيلين ,R169,geographic_scope_village,1.0
13.529754373,44.852874758,634.708679199,4.7,2020-12-13,Lahj,Radfan,الحبيلين ,R170,geographic_scope_village,1.0
13.526910341,44.851811761,632.378845215,4.9,2020-12-13,Lahj,Radfan,الحبيلين,R171,geographic_scope_village,1.0
13.52681985,44.852397927,566.797352056,4.9,2020-12-13,Lahj,Radfan,الحبيلين,R172,geographic_scope_village,1.0
13.526911498,44.851905434,651.18963623,4.9,2020-12-13,Lahj,Radfan,الحبيلين,R173,geographic_scope_village,1.0
13.526832105,44.851993658,628.529907227,4.9,2020-12-13,Lahj,Radfan,الحبيلين,R174,geographic_scope_village,1.0
13.526816482,44.851897263,654.657811102,4.9,2020-12-13,Lahj,Radfan,الحبيلين,R175,geographic_scope_village,0.0
13.2944833,45.2955922,84.721435546875,8.933,2020-12-13,Abyan,Khanfir,الحصن,R176,geographic_scope_village,1.0
13.2944998,45.2954734,100.892333984375,5.896,2020-12-13,Abyan,Khanfir,الحصن,R177,geographic_scope_village,1.0
13.2945013,45.2955407,105.4014892578125,10.184,2020-12-13,Abyan,Khanfir,الحصن,R178,geographic_scope_village,1.0
13.2945111,45.2955168,110.5543212890625,6.432,2020-12-13,Abyan,Khanfir,الحصن,R179,geographic_scope_village,1.0
13.2944802,45.2956145,90.64276123046876,10.184,2020-12-13,Abyan,Khanfir,الحصن,R180,geographic_scope_village,1.0
13.2944833,45.2955922,84.721435546875,8.933,2020-12-13,Abyan,Khanfir,الحصن,R181,geographic_scope_village,1.0
13.2944833,45.2955922,84.721435546875,8.933,2020-12-13,Abyan,Khanfir,الحصن,R182,geographic_scope_village,1.0
13.2944833,45.2955922,84.721435546875,8.933,2020-12-13,Abyan,Khanfir,الحصن,R183,geographic_scope_village,1.0
13.2945032,45.295585,100.01165771484376,10.72,2020-12-13,Abyan,Khanfir,الحصن,R184,geographic_scope_village,1.0
13.2945061,45.2956013,102.5509033203125,9.648,2020-12-13,Abyan,Khanfir,الحصن,R185,geographic_scope_village,1.0
13.2945196,45.2955699,102.98712158203124,13.936,2020-12-13,Abyan,Khanfir,الحصن,R186,geographic_scope_village,1.0
13.2945303,45.2955612,97.9180908203125,11.792,2020-12-13,Abyan,Khanfir,الحصن,R187,geographic_scope_village,1.0
13.2944845,45.2954121,89.9503173828125,7.504,2020-12-13,Abyan,Khanfir,الحصن,R188,geographic_scope_village,1.0
13.2945216,45.295585,118.99945068359376,3.216,2020-12-13,Abyan,Khanfir,الحصن / عطية,R189,geographic_scope_village,1.0
13.2945083,45.2955744,121.9259033203125,4.99,2020-12-13,Abyan,Khanfir,الحصن / عطية,R190,geographic_scope_village,1.0
13.2945072,45.2955835,121.2430419921875,3.977,2020-12-13,Abyan,Khanfir,الحصن / الصبخة,R191,geographic_scope_village,1.0
13.2944482,45.295554,100.82708740234376,3.9,2020-12-13,Abyan,Khanfir,الحصن عطية,R192,geographic_scope_village,1.0
13.2944618,45.2955738,99.89019775390624,4.873,2020-12-13,Abyan,Khanfir,الحصن عطية,R193,geographic_scope_village,1.0
13.29434,45.2955946,73.44488525390625,4.716,2020-12-13,Abyan,Khanfir,الحصن عطية,R194,geographic_scope_village,1.0
13.2944738,45.2955776,101.3037109375,4.873,2020-12-13,Abyan,Khanfir,الحصن عطية,R195,geographic_scope_village,1.0
13.2944833,45.2955643,98.7742919921875,4.698,2020-12-13,Abyan,Khanfir,الحصن عطية,R196,geographic_scope_village,1.0
13.5294688,44.853316,626.875732421875,4.853,2020-12-13,Lahj,Radfan,الحبيلين,R197,geographic_scope_village,1.0
13.5294668,44.8532873,621.406005859375,4.824,2020-12-13,Lahj,Radfan,الحبيلين,R198,geographic_scope_village,1.0
13.5294672,44.8531906,632.7353515625,4.987,2020-12-13,Lahj,Radfan,الحبيلين,R199,geographic_scope_village,1.0
13.5194088,44.8521536,613.550537109375,4.801,2020-12-13,Lahj,Radfan,الحبيلين,R200,geographic_scope_village,1.0
13.5190508,44.8518474,623.515380859375,4.824,2020-12-13,Lahj,Radfan,الحبيلين,R201,geographic_scope_village,0.0
13.5269029,44.8520879,623.0615234375,4.716,2020-12-13,Lahj,Radfan,الحبيلين,R202,geographic_scope_village,1.0
13.5269142,44.8520639,625.33349609375,4.561,2020-12-13,Lahj,Radfan,الحبيلين,R203,geographic_scope_village,0.0
13.5269016,44.8519873,627.7041015625,4.853,2020-12-13,Lahj,Radfan,الحبيلين,R204,geographic_scope_village,1.0
13.2944556,45.2956174,88.6573486328125,4.269,2020-12-13,Abyan,Khanfir,الحصن,R205,geographic_scope_village,1.0
13.2944471,45.2955494,107.53399658203124,4.808,2020-12-13,Abyan,Khanfir,الحصن,R206,geographic_scope_village,0.0
13.2944761,45.2955663,104.84906005859376,4.698,2020-12-13,Abyan,Khanfir,الحصن,R207,geographic_scope_village,1.0
13.2945351,45.2955615,92.6077880859375,4.406,2020-12-13,Abyan,Khanfir,الحصن,R208,geographic_scope_village,1.0
13.2945168,45.2956549,99.8126220703125,4.639,2020-12-13,Abyan,Khanfir,الحصن,R209,geographic_scope_village,1.0
13.2945133,45.2956191,105.66241455078124,4.853,2020-12-13,Abyan,Khanfir,الحصن,R210,geographic_scope_village,1.0
13.2945313,45.2955965,111.0081787109375,4.269,2020-12-13,Abyan,Khanfir,الحصن,R211,geographic_scope_village,1.0
13.2945296,45.2956136,114.4947509765625,4.912,2020-12-13,Abyan,Khanfir,الحصن,R212,geographic_scope_village,1.0
13.2945496,45.2955461,105.93768310546876,4.776,2020-12-13,Abyan,Khanfir,الحصن,R213,geographic_scope_village,1.0
13.2945708,45.2955448,110.7825927734375,3.9,2020-12-13,Abyan,Khanfir,الحصن,R214,geographic_scope_village,1.0
13.2945537,45.2955171,107.9700927734375,4.094,2020-12-13,Abyan,Khanfir,الحصن,R215,geographic_scope_village,1.0
13.2945179,45.2955886,90.38232421875,4.931,2020-12-13,Abyan,Khanfir,الحصن,R216,geographic_scope_village,1.0
13.5294537,44.8532092,10.600000381469728,4.853,2020-12-13,Lahj,Radfan,الحبيلين,R217,geographic_scope_village,1.0
13.5294552,44.8532255,10.600000381469728,3.9,2020-12-13,Lahj,Radfan,الحبيلين,R218,geographic_scope_village,1.0
13.5294572,44.8531773,10.600000381469728,4.288,2020-12-13,Lahj,Radfan,الحبيلين,R219,geographic_scope_village,1.0
13.5184241,44.8517199,3.8000001907348633,4.561,2020-12-13,Lahj,Radfan,الحبيلين,R220,geographic_scope_village,1.0
13.5193616,44.8512385,3.8000001907348633,4.873,2020-12-13,Lahj,Radfan,الحبيلين,R221,geographic_scope_village,1.0
13.5268731,44.8518864,643.342529296875,4.99,2020-12-13,Lahj,Radfan,الحبيلين,R222,geographic_scope_village,1.0
13.5269366,44.8518586,642.1170654296875,4.931,2020-12-13,Lahj,Radfan,الحبيلين,R223,geographic_scope_village,1.0
13.294506,45.2955766,116.78192138671876,3.9,2020-12-14,Abyan,Khanfir,الحصن عطية,R224,geographic_scope_village,1.0
13.2944633,45.2955402,102.61981201171876,4.055,2020-12-14,Abyan,Khanfir,الحصن عطية,R225,geographic_scope_village,1.0
13.2944337,45.2955472,109.47503662109376,4.694,2020-12-14,Abyan,Khanfir,الحصن عطية,R226,geographic_scope_village,1.0
13.2945225,45.2955888,109.9385986328125,4.556,2020-12-14,Abyan,Khanfir,الحصن عطية,R227,geographic_scope_village,1.0
13.2944814,45.2955082,109.4610595703125,4.094,2020-12-14,Abyan,Khanfir,جعار حافة قدر الله,R228,geographic_scope_village,1.0
13.2944109,45.2954797,107.5,31.317,2020-12-14,Abyan,Khanfir,الحصن,R229,geographic_scope_village,1.0
13.2944869,45.2954841,107.5,19.386,2020-12-14,Abyan,Khanfir,الحصن,R230,geographic_scope_village,1.0
13.2945079,45.2955849,107.5,23.511,2020-12-14,Abyan,Khanfir,الحصن,R231,geographic_scope_village,1.0
13.2931165,45.2944418,107.5,36.299,2020-12-14,Abyan,Khanfir,الحصن,R232,geographic_scope_village,1.0
